file_name,atoms,residues,surface_area,volume,sasa,hbonds,clashes,coulombic_mean,hydrophilic_ratio,molecular_weight,aromaticity,instability_index,gravy,aliphatic_index,absolute_charge_per_residue,hydrophilic_index
garD.txt,7955,523,1,73450,21410,463,483,-1.66,0.999953293,56400.94,0.0612,37.58,-0.0138,97.46,-0.0257,-0.0138
garK.txt,5485,381,1,50700,16082,335,385,-3.38,0.999937819,39103.88,0.0394,28.05,0.1315,98.9,-0.0438,0.1315
gatA.txt,2390,150,6334,22020,7785.1,124,202,-2.13,0.186394523,16907.25,0.0667,30.57,0.0033,109.2,-0.0531,0.0033
gatD.txt,5279,346,1,48700,15110,289,289,-1.16,0.999933819,37389.7,0.0723,39.39,0.139,99.25,-0.0163,0.139
gatY.txt,4304,284,1,39950,12208,255,266,-1.37,0.999918087,30811.58,0.0599,34.72,-0.0912,92.11,-0.0259,-0.0912
gatZ.txt,6582,420,1,60810,17859,409,417,-1.77,0.999944006,47108.18,0.0881,35.29,-0.1207,92.02,-0.0316,-0.1207
gcl.txt,9085,593,1,84870,21368,511,598,-0.97,0.999953201,64731.04,0.0708,37.49,0.0626,93.79,-0.0204,0.0626
gcvA.txt,4886,305,1,45030,17296,249,271,0.58,0.999942183,34401.1,0.0918,51.5,-0.1433,98.59,0.0174,-0.1433
gcvP.txt,14603,957,2,136800,30885,884,1066,-2.47,0.999935244,104375.19,0.0669,40.36,-0.0655,92.31,-0.0258,-0.0655
gcvR.txt,2903,190,1,26530,13275,154,177,-1.54,0.99992467,20768.41,0.0474,60.32,-0.0168,97.63,-0.041,-0.0168
gcvT.txt,5603,364,1,51860,15801,348,351,-1.95,0.999936713,40146.25,0.0852,21.85,-0.1585,84.45,-0.0293,-0.1585
gdhA.txt,6780,447,1,62790,18633,431,449,-0.93,0.999946332,48580.83,0.0828,26.1,-0.1579,79.89,-0.0125,-0.1579
gidA.txt,9784,629,2,90860,26559,607,602,-0.2,0.999924696,69520.44,0.0652,40.39,-0.3076,88.62,-0.0071,-0.3076
glcB.txt,11267,723,2,105300,26862,740,689,-1.17,0.999925545,80487.59,0.0678,41.76,-0.3266,89.36,-0.0165,-0.3266
glcC.txt,4102,254,1,37770,15412,241,199,1.1,0.999935115,28825.84,0.0433,46.56,-0.2528,105.59,0.0219,-0.2528
glcD.txt,7558,499,1,70660,20985,434,476,-3.32,0.999952347,53811.08,0.0541,40.44,0.0507,103.21,-0.0483,0.0507
glcE.txt,5376,350,1,50170,16148,287,350,-0.31,0.999938073,38360.55,0.0771,48.21,-0.148,88.66,-0.0085,-0.148
glcG.txt,1947,134,5731,17600,7158.9,112,118,-0.49,0.199458017,13736.56,0.0299,29.23,0.1582,99.18,-0.0105,0.1582
gldA.txt,5428,367,1,50150,14313,345,349,-3.92,0.999930133,38711.75,0.0627,32.99,0.1706,99.56,-0.0537,0.1706
glgC.txt,6801,431,1,63510,20140,362,450,-0.9,0.999950348,48697.11,0.0835,48.99,-0.2666,88.19,-0.0177,-0.2666
glgP.txt,13012,815,2,122100,30825,834,781,-2.28,0.999935118,93171.41,0.1006,38.6,-0.3387,91.89,-0.0272,-0.3387
glgX.txt,10161,657,2,95580,23656,618,728,-2.8,0.999915455,73575.76,0.105,35.9,-0.3411,83.67,-0.0346,-0.3411
glmS.txt,9429,609,2,88060,22541,565,652,-2.85,0.999911273,66893.53,0.0558,43.88,-0.1013,103.17,-0.0333,-0.1013
glmU.txt,6952,456,1,63920,22357,369,413,-1.02,0.999955271,49189.5,0.0461,26.3,-0.1757,98.82,-0.0119,-0.1757
glnA.txt,7202,469,1,66860,20489,430,476,-2.61,0.999951193,51903.17,0.0896,45.1,-0.2921,78.44,-0.0406,-0.2921
glnB.txt,1778,112,6323,16240,7887.6,82,85,-0.31,0.198361986,12425.3,0.0625,5.24,0.0089,103.48,-0.0303,0.0089
gloB.txt,3973,251,9251,36300,11020,239,311,-2.3,0.160526316,28434.04,0.0956,31.66,-0.2267,92.43,-0.0384,-0.2267
glpA.txt,8297,542,1,77040,21952,522,519,-0.69,0.999954446,58957.59,0.0424,37.94,-0.1339,97.23,-0.0098,-0.1339
glpB.txt,6398,419,1,59510,17452,348,409,-0.91,0.9999427,45356.71,0.0621,46.27,0.0618,101.53,-0.0161,0.0618
glpD.txt,7968,501,1,74670,20163,492,552,0.34,0.999950404,56749.84,0.0978,42.03,-0.3844,87.05,-0.0003,-0.3844
glpK.txt,7844,502,1,72550,19653,489,584,-1.97,0.999949117,56230.11,0.0896,28.79,-0.2918,84.34,-0.0252,-0.2918
glpQ.txt,5682,358,1,52470,18137,321,378,-2.43,0.999944864,40842.87,0.1061,32.54,-0.5528,75.2,-0.0324,-0.5528
glpR.txt,3939,252,9987,36450,11611,231,255,-1.68,0.139867367,28047.51,0.0476,40.41,-0.2131,99.01,-0.0294,-0.2131
glpX.txt,5075,336,1,47030,13697,300,309,-1.65,0.999926991,35851.92,0.0298,31.82,-0.0164,102.83,-0.0212,-0.0164
gltA.txt,6692,427,1,62590,22359,370,385,-0.87,0.999955275,48014.47,0.096,33.55,-0.2309,79.79,-0.0122,-0.2309
gltD.txt,7250,472,1,67540,19795,426,474,-0.87,0.999949482,52014.71,0.0742,40.3,-0.3133,78.69,-0.0188,-0.3133
gltI.txt,4718,302,1,42880,15868,249,341,0.27,0.99993698,33419.77,0.0695,22.33,-0.4728,79.83,0.0089,-0.4728
gltP.txt,6849,437,1,62980,20079,414,466,0.09,0.999950197,47158.6,0.0915,31.1,0.8785,133.82,0.0051,0.8785
glyS.txt,10858,689,2,99940,31946,665,716,-1.74,0.999937394,76812,0.0726,34.06,-0.2192,94.93,-0.0254,-0.2192
gmd.txt,5878,373,1,54560,16576,345,351,-0.61,0.999939672,42046.32,0.0992,40.13,-0.3054,83.91,-0.0226,-0.3054
gmhB.txt,2954,191,7880,27330,9617.1,158,169,-2.67,0.180626176,21294.01,0.0785,21.64,-0.2513,83.77,-0.0522,-0.2513
gmk.txt,3304,207,9904,30470,11993,184,191,-0.51,0.174184941,23592.42,0.0821,48.97,-0.43,86.28,-0.0182,-0.43
gntX.txt,3670,227,1,33980,12256,158,225,4.49,0.999918407,25726,0.0573,54.75,-0.048,100.53,0.0801,-0.048
gor.txt,6822,450,1,63500,20455,403,362,-1.22,0.999951112,48771.95,0.0756,26.43,-0.1124,87.56,-0.025,-0.1124
gph.txt,3844,252,1,35380,12420,215,274,-3.33,0.999919485,27388.83,0.0714,32.63,-0.1333,96.43,-0.0603,-0.1333
gpmA.txt,4024,250,9734,37040,11445,234,273,-0.65,0.149497597,28556.03,0.1,37.92,-0.568,85.88,-0.016,-0.568
gpmI.txt,7848,514,1,72520,20733,472,513,-2.92,0.999951768,56193.24,0.0739,25.62,-0.1951,85.47,-0.0394,-0.1951
gpp.txt,7763,494,1,72080,21043,463,462,-0.81,0.999952478,54870.5,0.0567,40.42,-0.0194,106.48,-0.0149,-0.0194
greA.txt,2479,158,8021,22820,9793.8,147,104,-2.69,0.181012477,17640.74,0.0506,28.28,-0.3665,96.27,-0.0714,-0.3665
groS.txt,1490,97,5649,13880,7246.7,56,55,-0.94,0.220472767,10386.82,0.0206,19.21,-0.0041,114.43,-0.0349,-0.0041
grxB.txt,3459,215,8463,31280,10112,201,147,0.36,0.163073576,24349.92,0.0791,40.68,-0.2637,98.93,0.004,-0.2637
gspA.txt,7865,489,2,72610,29995,376,384,0.7,0.999933322,55297.31,0.0675,43.09,-0.1509,103.48,0.0113,-0.1509
gspC.txt,4257,271,1,38640,24431,164,184,-0.26,0.999959068,30037.72,0.0664,34.17,-0.19,101.85,-0.0025,-0.19
gspD.txt,9996,650,3,93240,45071,476,505,-0.87,0.999933438,70697.26,0.0569,33.04,-0.1842,97.46,-0.0137,-0.1842
gspE.txt,7728,493,2,72310,23989,421,545,-1.12,0.999916628,54609.94,0.0406,42.41,-0.1323,104.08,-0.015,-0.1323
gspF.txt,6404,398,2,58370,24509,391,336,2.16,0.999918397,44338.52,0.0503,45.38,0.144,120.33,0.033,0.144
gspG.txt,2242,145,8482,20350,11136,113,99,-1.64,0.238326149,15905,0.0621,22.49,-0.3234,94.83,-0.036,-0.3234
gspI.txt,1919,125,7951,17660,10534,104,76,-1.63,0.245206,13901.29,0.048,58.8,-0.5432,78.08,-0.051,-0.5432
gspK.txt,5268,327,1,48720,18242,307,305,-1.13,0.999945181,37646.13,0.0948,48.03,-0.3606,93.43,-0.0207,-0.3606
gss.txt,9820,619,2,91540,25545,542,635,-3.46,0.999921707,70531.09,0.105,41.73,-0.3418,87.9,-0.0433,-0.3418
gst.txt,3235,201,8585,29490,10401,196,170,-0.54,0.174598596,22868.09,0.0995,34.19,-0.2204,94.68,-0.0156,-0.2204
guaB.txt,7359,488,1,67560,23101,408,458,-0.49,0.999956712,52021.86,0.0369,35.78,-0.0984,94.12,-0.0114,-0.0984
guaD.txt,7007,439,1,64800,16302,425,622,-1.15,0.999938658,50243.63,0.1093,31.41,-0.3677,82.41,-0.0209,-0.3677
gudD.txt,6845,446,1,63600,16450,422,488,-1.17,0.99993921,49140.45,0.0807,28.51,-0.222,81.82,-0.025,-0.222
gutM.txt,1864,119,6502,16960,8191.2,93,96,2.52,0.206221311,12953.09,0.0672,28.23,0.2471,106.55,0.0559,0.2471
gutQ.txt,4821,321,1,44260,16626,290,245,-0.89,0.999939853,34031.07,0.0343,45.46,0.1436,101.9,-0.0149,0.1436
hcaB.txt,4009,270,1,36660,12235,240,255,-0.79,0.999918267,28499.27,0.0704,37.31,0.1663,98.41,-0.0147,0.1663
hcaC.txt,1550,106,4717,14380,5940.4,64,94,-4.44,0.205945728,11328.65,0.0755,57.92,0.0406,85.66,-0.1062,0.0406
hcaD.txt,6196,400,1,57130,18364,343,389,-0.89,0.999945546,43977.69,0.0575,36.38,-0.1425,101.05,-0.0192,-0.1425
hcaE.txt,7033,453,1,66200,18383,418,524,-2.4,0.999945602,51108.6,0.117,27.81,-0.4843,71.1,-0.0301,-0.4843
hcaR.txt,4699,296,1,43000,16154,246,251,-0.57,0.999938096,32837.88,0.0608,39.42,0.1243,112.3,-0.0102,0.1243
hchA.txt,4346,283,1,40420,11846,238,324,-1.61,0.999915583,31190.08,0.106,38.17,-0.224,81.13,-0.0301,-0.224
hcr.txt,4982,322,1,46090,14925,254,390,-0.71,0.999932998,35739.54,0.0932,42.78,-0.0655,82.95,-0.0162,-0.0655
hdeA.txt,1680,110,7140,15390,9444.2,72,55,-1.07,0.243980432,11857.49,0.0545,21.43,-0.2082,90.45,-0.0228,-0.2082
hdeB.txt,1683,108,7121,15520,9453.7,75,53,-0.77,0.24674995,12042.69,0.0833,31.25,-0.2417,81.39,-0.0132,-0.2417
hdhA.txt,3758,255,1,34620,11900,248,188,-1.32,0.999915966,26778.29,0.0549,45.75,0.1388,95.76,-0.0241,0.1388
hemA.txt,6548,418,1,60700,21364,404,412,-1.57,0.999953192,46306.27,0.0407,45.67,-0.188,103.68,-0.0255,-0.188
hemB.txt,4978,324,1,45400,15000,301,411,-2.06,0.999933333,35624.42,0.0679,35.42,-0.125,87.16,-0.0307,-0.125
hemE.txt,5502,354,1,51040,13438,337,381,-0.79,0.999925584,39247.68,0.0876,46.93,-0.1562,87.37,-0.0161,-0.1562
hemF.txt,4724,299,1,43980,13694,280,325,-0.4,0.999926975,34322.21,0.1438,42.91,-0.4886,64.58,-0.0188,-0.4886
hemG.txt,2988,181,8235,27420,9988.8,167,195,2.73,0.175576646,21226.05,0.116,36.16,-0.5873,73.87,0.0494,-0.5873
hemH.txt,5043,320,1,46630,14463,293,325,-0.85,0.999930858,35883.97,0.0844,50.06,-0.1869,89.97,-0.009,-0.1869
hemL.txt,6302,426,1,58950,16989,355,406,-3.42,0.999941138,45365.63,0.0845,38.53,0.2016,87.98,-0.0489,0.2016
hemN.txt,7371,457,1,68910,19985,436,423,-0.98,0.999949962,52728.41,0.1072,37.43,-0.3462,89.26,-0.0207,-0.3462
hemY.txt,6415,398,2,58680,25198,373,220,0.55,0.999920629,45244.48,0.0553,40.34,-0.3616,101.58,0.007,-0.3616
hflC.txt,5318,334,1,49300,23872,282,248,-0.16,0.99995811,37649.43,0.0749,33.78,-0.3647,86.74,-0.0037,-0.3647
hflD.txt,3276,213,8657,29790,10538,194,154,1.44,0.178496868,22947.28,0.0376,43.33,0.1268,112.72,0.0189,0.1268
hflX.txt,6837,426,1,63800,22859,352,386,-1.43,0.999956254,48326.5,0.0563,46.19,-0.3324,99.58,-0.0222,-0.3324
hfq.txt,1552,102,6852,14120,9402.1,56,54,0.55,0.271226641,11166.25,0.0588,66.91,-0.5049,77.35,-0.0005,-0.5049
hinT.txt,1871,119,6153,17010,7848.9,86,115,-1.25,0.216068494,13241.12,0.042,53.65,-0.0622,108.24,-0.0409,-0.0622
hipA.txt,6988,440,1,65130,18109,386,443,0.16,0.999944779,49275.21,0.0864,39.78,-0.1518,94.91,0.0053,-0.1518
hisA.txt,3681,245,8861,34040,10209,223,211,-1.72,0.132040357,26032.32,0.0531,33.51,0.0629,106.57,-0.0336,0.0629
hisD.txt,6489,434,1,59880,20466,396,337,-1.84,0.999951138,46109.8,0.0484,38.61,-0.0127,93.39,-0.0278,-0.0127
hisG.txt,4732,299,1,43860,15962,254,284,-1.03,0.999937351,33366.37,0.0368,39.35,-0.1448,105.38,-0.0205,-0.1448
hisH.txt,3021,196,7185,28090,8595.1,157,179,-1.04,0.164058592,21652.62,0.0969,37.31,-0.0714,88.06,-0.0263,-0.0714
hisI.txt,3184,203,1,29280,12461,183,122,-1.64,0.99991975,22755.55,0.069,37.65,-0.331,88.87,-0.0392,-0.331
hisS.txt,6594,424,1,61270,20724,366,414,-1.07,0.999951747,47028.88,0.0778,29.15,-0.2717,91.11,-0.0183,-0.2717
hlpA.txt,2520,161,9802,22540,12663,151,79,1.06,0.225933823,17688.03,0.0373,30.23,-0.4727,83.73,0.0405,-0.4727
hmp.txt,6110,396,1,57080,17169,370,387,-1.75,0.999941755,43867.12,0.0985,28.85,-0.2899,79.87,-0.0311,-0.2899
holA.txt,5505,343,1,51140,18757,305,240,-0.26,0.999946687,38703.22,0.0612,40.56,-0.0985,113,-0.005,-0.0985
holD.txt,2135,137,7836,19540,10302,90,98,-1.08,0.239370996,15174.17,0.0511,51.31,-0.1569,99.05,-0.0236,-0.1569
holE.txt,1264,76,5023,11490,6533.9,65,22,0.77,0.231240148,8846.19,0.0658,29.24,-0.4539,96.32,0.0223,-0.4539
hscC.txt,8717,556,2,81900,25641,495,509,-2.47,0.999922,61985.54,0.0665,55.39,-0.2067,98.76,-0.037,-0.2067
hsdS.txt,7361,464,2,67130,25113,423,434,2.61,0.99992036,51394.62,0.069,39.33,-0.2606,95.45,0.0414,-0.2606
hslJ.txt,2130,140,7852,19620,10307,93,107,-0.73,0.238187639,15165.49,0.0357,12.15,-0.1314,84.36,-0.0024,-0.1314
hslO.txt,4481,292,1,42040,15626,235,257,-5.19,0.999936004,32534.12,0.0616,44.93,-0.313,90.48,-0.102,-0.313
hslU.txt,7022,443,2,65590,25995,373,322,-1.38,0.999923062,49593.23,0.0406,56.49,-0.3632,96.48,-0.0311,-0.3632
htgA.txt,3796,237,1,35150,13235,223,236,1.79,0.999924443,26664.58,0.0506,44.46,-0.2747,100.84,0.0273,-0.2747
htpG.txt,10001,624,2,94320,29783,546,747,-3.26,0.999932848,71421.64,0.0865,35.33,-0.5236,85.82,-0.0435,-0.5236
htpX.txt,4529,293,1,41480,18265,267,241,-0.03,0.99994525,31922.97,0.0717,40.17,0.344,104.91,-0.0032,0.344
htrE.txt,13156,865,4,124600,46813,730,934,-2.38,0.999914554,95498.29,0.1064,35.95,-0.4143,77.9,-0.0307,-0.4143
htrG.txt,3283,206,1,29500,19647,167,129,0.07,0.999949102,23076.11,0.0485,36.46,-0.4301,96.99,0.0135,-0.4301
htrL.txt,4766,285,1,43610,13627,256,339,3.79,0.999926616,33457.58,0.1404,31.44,-0.2677,86.84,0.059,-0.2677
hupA.txt,1378,90,5696,12250,7492.6,68,46,1.62,0.239783253,9534.86,0.0333,15.88,-0.2278,91.22,0.04,-0.2278
hyaD.txt,2994,195,8517,27890,10373,161,157,-2.82,0.178926058,21546.17,0.0821,49.41,-0.1138,99.13,-0.0613,-0.1138
hyaF.txt,4383,285,1,41120,17001,232,235,-4.18,0.99994118,31430.35,0.0456,45.45,-0.1589,102.39,-0.0727,-0.1589
hybA.txt,4987,328,1,46520,18798,245,307,0.41,0.999946803,36002.64,0.0701,40.49,-0.4512,73.69,0.001,-0.4512
hybE.txt,2499,162,8460,23010,10959,111,125,-1.34,0.228031755,17963.43,0.0864,65.57,-0.0537,81.85,-0.0318,-0.0537
hybF.txt,1747,113,5729,16320,7106.6,87,88,-3.24,0.193847972,12697.34,0.0531,52.57,0.0319,99.12,-0.079,0.0319
hycA.txt,2457,153,8027,22770,10010,130,160,-1.35,0.198101898,17626.77,0.0915,50.37,-0.3556,93.07,-0.032,-0.3556
hycE.txt,9084,569,1,84350,22860,545,907,-0.83,0.999956255,64979.63,0.0949,29.76,-0.3543,84.41,-0.0108,-0.3543
hycF.txt,2819,180,1,26080,13859,116,104,-0.41,0.999927845,20309.17,0.0778,48.85,-0.3222,73.78,-0.0014,-0.3222
hycI.txt,2361,156,6590,22090,8140.2,113,137,-5.76,0.190437581,17056.34,0.0641,20.3,0.0231,98.14,-0.1178,0.0231
hyfA.txt,3063,205,1,28910,14142,122,128,-0.11,0.999929289,22154.15,0.0439,55.08,-0.1166,82.39,-0.0151,-0.1166
hyi.txt,4064,258,9719,37710,11317,242,293,-2.04,0.141203499,29377.11,0.1085,32.44,-0.3426,81.01,-0.0377,-0.3426
hypB.txt,4399,290,1,40590,17265,228,205,-1.63,0.999942079,31564.71,0.0483,43.44,-0.2383,85.52,-0.0304,-0.2383
hypD.txt,5749,373,1,53840,16046,336,360,-1.67,0.999937679,41362.93,0.0858,32.69,-0.0922,83.67,-0.0226,-0.0922
hypE.txt,4970,336,1,46250,14495,270,290,-2.34,0.999931011,35092.06,0.0417,21.65,0.2994,111.28,-0.0354,0.2994
hypF.txt,11435,750,2,107200,27514,676,795,-1.33,0.99992731,82065.1,0.0707,46.05,-0.0909,89.71,-0.0166,-0.0909
iaaA.txt,4651,321,1,43220,13221,292,311,-3.23,0.999924363,33393.63,0.0498,33.4,0.1009,90.69,-0.0466,0.1009
iap.txt,5324,345,1,48560,16727,312,431,0.91,0.999940216,37919.75,0.0667,31.95,-0.3719,81.86,0.0214,-0.3719
icd.txt,6453,416,1,59170,19171,362,456,-2.22,0.999947838,45756.18,0.0745,34.73,-0.1536,93.8,-0.0289,-0.1536
idi.txt,2852,182,7523,26230,8925.4,174,155,-0.73,0.157124611,20508.03,0.0934,26.17,-0.2923,80.44,-0.0169,-0.2923
idnD.txt,5165,343,1,47920,15005,287,310,-1.27,0.999933356,37146.22,0.0787,27.14,-0.0166,80.41,-0.0192,-0.0166
idnK.txt,2948,187,8635,27090,10405,187,132,0.3,0.170110524,21003.75,0.0642,38.51,-0.3775,89.79,-0.0057,-0.3775
ilvC.txt,7577,491,1,70570,18084,483,487,-2.25,0.999944702,54068.43,0.0774,30.29,-0.2049,86.48,-0.0282,-0.2049
ilvD.txt,9154,616,1,84940,21612,607,692,-1.44,0.999953729,65530.87,0.0519,30.42,-0.1357,86.07,-0.0172,-0.1357
ilvM.txt,1363,87,4810,12790,6224.1,67,49,0.82,0.227197506,9703.06,0.0345,46.88,-0.0023,96.32,0.0211,-0.0023
ilvN.txt,1554,96,5290,14310,6736.4,84,68,-0.77,0.214714091,11105.64,0.0625,40.73,-0.201,98.33,-0.0329,-0.201
ilvY.txt,4700,297,1,43440,15896,246,276,-0.67,0.999937091,33204,0.0572,56.2,-0.1407,96.2,-0.0088,-0.1407
infA.txt,1175,72,4277,10730,5614,51,36,0.61,0.238154613,8249.49,0.0556,37.35,-0.3542,90.56,0.0234,-0.3542
infB.txt,13715,890,5,127400,64535,679,579,-1.37,0.999922523,97348.75,0.0315,41.18,-0.5331,83.55,-0.0146,-0.5331
intQ.txt,6390,398,2,58690,25981,333,248,2.39,0.999923021,45261.41,0.0905,36.79,-0.4307,80.65,0.0432,-0.4307
iscA.txt,1603,107,5115,15010,6424.1,83,98,-2.12,0.203779518,11555.92,0.0935,18.45,-0.1028,77.29,-0.0506,-0.1028
iscS.txt,6322,404,1,58510,17828,387,428,-1.12,0.999943908,45088.99,0.0668,38.28,-0.2733,90.79,-0.0181,-0.2733
iscU.txt,1925,128,5377,17690,6661.8,120,105,-2.32,0.192860788,13848.44,0.0547,32.97,-0.3555,83.91,-0.0572,-0.3555
ispA.txt,4524,299,1,41940,13071,284,229,-2.04,0.999923495,32159.26,0.0468,44.23,-0.1211,98.06,-0.0297,-0.1211
ispB.txt,4910,323,1,45860,13666,313,277,-3.99,0.999926826,35216.58,0.0526,31.22,-0.0954,99.16,-0.0643,-0.0954
ispD.txt,3609,236,1,33400,12954,193,152,-0.8,0.999922804,25736.96,0.0466,38.07,-0.1737,93.94,-0.0189,-0.1737
ispE.txt,4345,283,1,40180,12595,260,296,-1.91,0.999920603,30925,0.0742,36.82,-0.0597,94.81,-0.0352,-0.0597
ispF.txt,2395,159,6574,21930,8106.4,138,118,-0.43,0.189035824,16897.34,0.0566,21.12,0.0887,100.13,-0.0187,0.0887
ispH.txt,4896,316,1,45100,14921,285,253,-1.78,0.99993298,34774.15,0.0506,31.13,-0.1728,97.75,-0.0346,-0.1728
katE.txt,11717,753,3,110400,34715,675,673,-2.64,0.999913582,84161.54,0.0903,32.2,-0.4976,77.25,-0.0318,-0.4976
kdgR.txt,4236,263,1,38790,15207,222,262,-1.01,0.999934241,30028.99,0.0798,49.1,-0.2783,96.01,-0.0232,-0.2783
kdpA.txt,8437,557,1,77880,20445,533,637,0.18,0.999951088,59188.42,0.0952,27.14,0.7711,114.36,0,0.7711
kdpB.txt,10341,682,2,96370,29833,627,660,0.06,0.99993296,72198.32,0.0543,29.89,0.3579,111.5,0.0014,0.3579
kdpD.txt,13998,894,4,129800,54014,735,700,-0.62,0.999925945,98717.18,0.0615,41.16,-0.0902,102.38,-0.0105,-0.0902
kdsB.txt,3865,248,9767,35540,11580,220,260,-2.54,0.15656304,27614.11,0.0685,29.15,-0.1448,94.35,-0.0437,-0.1448
kdsC.txt,2846,188,7560,26120,9307.7,163,149,-1.87,0.187769266,19996.88,0.0479,20.29,0.2388,117.82,-0.0337,0.2388
kdtA.txt,6792,425,1,62590,19604,396,396,2.64,0.99994899,47290.47,0.0776,34.81,0.0221,108.12,0.0347,0.0221
kefF.txt,2791,176,7383,25830,8930.9,144,161,-1.34,0.173319598,20169.74,0.1193,41.75,-0.2278,88.24,-0.0352,-0.2278
kptA.txt,2917,184,8524,26600,10225,134,134,2.33,0.166356968,20529.3,0.087,29.32,-0.2592,87.01,0.0328,-0.2592
lacI.txt,5465,360,1,49720,18811,325,307,0.1,0.99994684,38589.72,0.0389,37.37,0.0317,103.53,-0.0052,0.0317
lamB.txt,6791,446,1,64060,21920,431,509,-2.34,0.99995438,49911.64,0.1368,29.97,-0.5157,61.3,-0.038,-0.5157
ldcA.txt,4718,304,1,43950,12571,272,271,-0.78,0.999920452,33567.07,0.0757,29.8,0.0158,101.78,-0.0176,0.0158
lepA.txt,9398,599,2,88540,27492,509,597,-2.26,0.999927252,66569.5,0.0651,31.4,-0.2003,97.65,-0.0227,-0.2003
lepB.txt,5072,324,1,47100,17411,284,320,0.12,0.999942565,35959.91,0.1049,40.06,-0.1559,84.57,-0.0007,-0.1559
leuA.txt,8022,523,2,74340,25467,471,430,-1.6,0.999921467,57297.24,0.0593,34.72,-0.1876,93.1,-0.029,-0.1876
leuB.txt,5528,363,1,51020,15407,334,357,-2.27,0.999935094,39516.56,0.0716,41.5,-0.1135,92.84,-0.0352,-0.1135
leuO.txt,4980,314,1,46170,17955,232,311,-1.35,0.999944305,35694.32,0.086,48.21,-0.2188,87.55,-0.0266,-0.2188
leuS.txt,13523,860,3,126400,36751,796,933,-2.43,0.99991837,97232.66,0.0977,33.09,-0.3676,78.81,-0.0326,-0.3676
lexA.txt,3186,202,9733,29230,11992,167,154,-0.83,0.188375584,22357.45,0.0396,55.13,-0.2411,102.77,-0.01,-0.2411
lgt.txt,4697,291,1,43090,17389,254,253,1.15,0.999942492,33107.53,0.1684,36.42,0.4443,102.47,0.017,0.4443
ligT.txt,2823,176,8572,25940,10425,131,122,2.13,0.177745803,19933.68,0.1023,58.41,-0.2347,85.51,0.0395,-0.2347
lipA.txt,5068,321,1,47130,14631,278,293,0.83,0.999931652,36071.34,0.0592,41.36,-0.3296,82.99,0.0076,-0.3296
lipB.txt,3367,213,8225,31000,9800.5,193,235,-0.49,0.160757104,23882.26,0.0704,47.71,-0.1779,98.87,-0.0186,-0.1779
livJ.txt,5499,367,1,50640,16855,327,342,-1.31,0.99994067,39075.92,0.0736,30.16,-0.1894,86.76,-0.014,-0.1894
lolA.txt,3123,203,9954,29030,12458,165,173,-0.6,0.200995344,22496.77,0.0985,29.55,-0.5039,69.21,-0.0061,-0.5039
lolC.txt,6188,399,1,57120,21495,363,334,-0.25,0.999953478,43263.27,0.0602,40.88,0.319,114.39,-0.0034,0.319
lolD.txt,3601,233,9602,33220,11532,204,236,0.35,0.167360388,25437.99,0.0386,30.73,-0.1824,98.41,0.0049,-0.1824
lolE.txt,6495,414,1,60540,21694,354,311,0.4,0.999953904,45343.66,0.0845,32.12,0.4111,119.15,0.01,0.4111
lon.txt,12433,784,3,116600,42782,652,541,-0.68,0.999929877,87437.14,0.0421,40.75,-0.3124,98.37,-0.0104,-0.3124
lpcA.txt,2922,192,7837,26810,9553,177,164,-0.75,0.179629436,20814.51,0.0625,35.7,-0.062,96.61,-0.0202,-0.062
lplA.txt,5285,338,1,49230,15945,326,346,-0.43,0.999937284,37925.43,0.0888,42.47,-0.3278,82.01,-0.0201,-0.3278
lpp.txt,1180,78,5655,10370,7763.1,82,5,0.59,0.27155389,8323.39,0.0128,14.11,-0.3141,92.69,0.0319,-0.3141
lpxA.txt,3945,262,9836,36210,11837,258,277,-0.35,0.169046211,28079.67,0.0611,27.44,0.0023,93.78,-0.0056,0.0023
lpxB.txt,6020,382,1,55250,17705,334,358,0.08,0.999943519,42381.97,0.0654,35.55,-0.0073,100.94,-0.0043,-0.0073
lpxC.txt,4760,305,1,44210,13180,265,308,-1.14,0.999924127,33955.53,0.0918,36.01,-0.0498,92.79,-0.0226,-0.0498
lpxD.txt,5074,341,1,46370,19213,277,221,-0.61,0.999947952,36038.11,0.0411,28.68,0.1246,100.94,-0.0088,0.1246
lpxK.txt,5070,328,1,46650,15249,276,348,1.18,0.999934422,35588.86,0.061,36.65,0.0637,104.88,0.0125,0.0637
lpxM.txt,5281,323,1,48910,15786,298,343,2.16,0.999936653,37409.95,0.1053,43.35,-0.4498,78.27,0.0348,-0.4498
lrhA.txt,4874,312,1,45640,17587,237,249,-1.4,0.99994314,34593.43,0.0705,49.39,-0.0106,101.35,-0.0258,-0.0106
lrp.txt,2697,164,9880,24390,12472,125,104,0.59,0.207825529,18886.56,0.061,47.06,-0.4195,100.91,0.0164,-0.4195
lspA.txt,2585,164,8421,23460,10656,148,157,0.76,0.209740991,18156.1,0.1463,49.56,0.6738,117.8,0.0106,0.6738
lsrB.txt,5180,340,1,47610,16383,290,326,-0.36,0.999938961,36684.41,0.0824,18.1,-0.1515,88.35,0.002,-0.1515
lsrF.txt,4472,291,1,41410,14848,231,247,-0.22,0.999932651,31892.41,0.0653,31.94,-0.0973,88.18,-0.0103,-0.0973
lsrG.txt,1567,96,5090,14480,6264.1,86,92,-1,0.187433151,11254.65,0.1042,55.7,-0.5292,79.06,-0.0422,-0.5292
